isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description
9780140041798,0140041796,Switch Bitch,Roald Dahl,Fiction,http://books.google.com/books/content?id=E_6t-jTKuOUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Storties included: The Visor, The Great Switcheroo, The Last Act, Bitch.",1976.0,4.0,140.0,6575.0,Switch Bitch,"9780140041798 Storties included: The Visor, The Great Switcheroo, The Last Act, Bitch."
9780140115857,0140115854,Moon Palace,Paul Auster,Fiction,http://books.google.com/books/content?id=1LJlAspxeecC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Marco Stanley Fogg, an orphan of the sixties, travels from Manhattan to Utah in search of himself",1989.0,3.98,320.0,14594.0,Moon Palace,"9780140115857 Marco Stanley Fogg, an orphan of the sixties, travels from Manhattan to Utah in search of himself"
9780140118827,0140118829,The Job,William S. Burroughs,Biography & Autobiography,http://books.google.com/books/content?id=AeU-xiNAfC8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,The American novelist reveals his radical opinions regarding the Establishment and crucial issues threatening man's freedom,1989.0,4.05,224.0,922.0,The Job: Interviews with William S. Burroughs,9780140118827 The American novelist reveals his radical opinions regarding the Establishment and crucial issues threatening man's freedom
9780140119480,0140119485,Americana,Don DeLillo,Fiction,http://books.google.com/books/content?id=Lxn6PSnbD30C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"David Bell, a successful television executive begins to film a movie which ultimately forces him to reexamine his goals and values",1989.0,3.43,377.0,367.0,Americana: Don DeLillo,"9780140119480 David Bell, a successful television executive begins to film a movie which ultimately forces him to reexamine his goals and values"
9780140135152,0140135154,Ways of Seeing,John Berger;Sven Blomberg;Chris Fox;Michael Dibb;Richard Hollis,Art,http://books.google.com/books/content?id=5gpxxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Examines the social implications and psychological impact of the images and conventions of modern and classical artists,1972.0,3.78,176.0,177890.0,Ways of Seeing: A Book,9780140135152 Examines the social implications and psychological impact of the images and conventions of modern and classical artists
9780140143959,0140143955,The Anglo-Saxons,James Campbell,History,http://books.google.com/books/content?id=-yGW7fkkAroC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Traces the history of England from the end of Roman rule to the Norman Conquest,1991.0,4.05,272.0,516.0,The Anglo-Saxons,9780140143959 Traces the history of England from the end of Roman rule to the Norman Conquest
9780140150308,0140150307,The Portable James Joyce,James Joyce,Literary Collections,http://books.google.com/books/content?id=LSv3AKlD2OsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This compilation of the works of the Irish writer contains a variety of poems, stories and excerpts from novels",1985.0,4.16,762.0,624.0,The Portable James Joyce,"9780140150308 This compilation of the works of the Irish writer contains a variety of poems, stories and excerpts from novels"
9780140153224,0140153225,Clea,Lawrence Durrell,Fiction,http://books.google.com/books/content?id=ok_gyOGqlYwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After the war Irish emigre Darley becomes involved with Clea, a bisexual artist",1991.0,4.19,288.0,1824.0,Clea,"9780140153224 After the war Irish emigre Darley becomes involved with Clea, a bisexual artist"
9780140159943,0140159940,Beyond the Hundredth Meridian,Wallace Stegner,Biography & Autobiography,http://books.google.com/books/content?id=k9sfdC_z4IkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Biography of John Wesley Powell.,1992.0,4.07,438.0,2870.0,Beyond the Hundredth Meridian: John Wesley Powell and the Second Opening of the West,9780140159943 Biography of John Wesley Powell.
9780140177398,0140177396,Of Mice and Men,John Steinbeck,Fiction,http://books.google.com/books/content?id=YUhrILM9DOUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The tragic story of the friendship between two migrant workers, George and mentally retarded Lenny, and their dream of owning a farm",1993.0,3.86,107.0,15908.0,Of Mice and Men: Kits for Teens,"9780140177398 The tragic story of the friendship between two migrant workers, George and mentally retarded Lenny, and their dream of owning a farm"
9780140178661,014017866X,The Roses of No Man's Land,Lyn MacDonald,History,http://books.google.com/books/content?id=PL3Boa71_iQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"First published M. Joseph, 1980. Account of the casualties and medical services of the First World War.",1993.0,4.26,320.0,280.0,The Roses of No Man's Land,"9780140178661 First published M. Joseph, 1980. Account of the casualties and medical services of the First World War."
9780140183955,0140183957,Untouchable,Mulk Anand,Fiction,http://books.google.com/books/content?id=6OGdT0VVaKAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Explores the plight of the `Untouchables' in Hindu society in the 1930s.,1940.0,3.7,160.0,3168.0,Untouchable,9780140183955 Explores the plight of the `Untouchables' in Hindu society in the 1930s.
9780140188929,0140188924,The Monkey's Wrench,Primo Levi,Fiction,http://books.google.com/books/content?id=DA_KpZarG0oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Faussone, an Italian engineer, describes projects he has worked on all around the world and explains what he has learned in his travels.",1995.0,3.93,192.0,576.0,The Monkey's Wrench,"9780140188929 Faussone, an Italian engineer, describes projects he has worked on all around the world and explains what he has learned in his travels."
9780140189643,0140189645,The Crucible,Arthur Miller,Drama,http://books.google.com/books/content?id=y408PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A play revealing the Salem witch trials of the late seventeenth century and the problem of guilt by association,1995.0,3.57,176.0,1297.0,The Crucible: A Play in Four Acts,9780140189643 A play revealing the Salem witch trials of the late seventeenth century and the problem of guilt by association
9780140189865,0140189866,Species of Spaces and Other Pieces,Georges Perec,Literary Collections,http://books.google.com/books/content?id=HUjYoKnUbl8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This selection of non-fictional work from the author of Life, a User's Manual, demonstrates Georges Perec's characteristic lightness of touch, wry humour and accessibility.",1997.0,4.28,292.0,1295.0,Species of Spaces and Other Pieces,"9780140189865 This selection of non-fictional work from the author of Life, a User's Manual, demonstrates Georges Perec's characteristic lightness of touch, wry humour and accessibility."
9780140191912,0140191917,The Act of Creation,Arthur Koestler,Philosophy,http://books.google.com/books/content?id=tJC5pDXFY8oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author examines the idea that we are at our most creative when rational thought is suspended-for example, in dreams and trancelike states.",1964.0,4.26,752.0,349.0,The Act of Creation,"9780140191912 The author examines the idea that we are at our most creative when rational thought is suspended-for example, in dreams and trancelike states."
9780140191929,0140191925,The Ghost in the Machine,Arthur Koestler,Philosophy,http://books.google.com/books/content?id=tJS-QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An examination of the human impulse towards self-destruction suggests that in the course of human evolution, a pathological split between emotion and reason developed",1990.0,4.01,400.0,450.0,The Ghost in the Machine,"9780140191929 An examination of the human impulse towards self-destruction suggests that in the course of human evolution, a pathological split between emotion and reason developed"
9780140193350,0140193359,I Ching,John Blofeld,"Body, Mind & Spirit",http://books.google.com/books/content?id=TESzyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A translation of the early document of Chinese philosophy with explanatory notes,1991.0,4.19,240.0,42.0,I Ching: The Book of Change,9780140193350 A translation of the early document of Chinese philosophy with explanatory notes
9780140237511,0140237518,"Raise High the Roof Beam, Carpenters and Seymour",Jerome David Salinger,American fiction,http://books.google.com/books/content?id=ddY0QQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Raise High the Roof Beam, Carpenters"" and ""Seymour"" are now reissued in a trade paper edition.",1994.0,4.12,134.0,246.0,"Raise High the Roof Beam, Carpenters and Seymour: An Introduction","9780140237511 ""Raise High the Roof Beam, Carpenters"" and ""Seymour"" are now reissued in a trade paper edition."
9780140247725,0140247726,The Crucible,Arthur Miller,Drama,http://books.google.com/books/content?id=nYZZ-O2L-EMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Earlier version copyright under title Those familiar spirits""-- T.p. verso.",1996.0,3.57,484.0,101.0,The Crucible: Text and Criticism,"9780140247725 ""Earlier version copyright under title Those familiar spirits""-- T.p. verso."
9780140247732,0140247734,Death of a Salesman,Gerald Clifford Weales,Drama,http://books.google.com/books/content?id=ozfxngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The tragedy of a typical American--a salesman who at the age of sixty-three is faced with what he cannot face; defeat and disillusionment.,1967.0,3.5,448.0,900.0,Death of a Salesman,9780140247732 The tragedy of a typical American--a salesman who at the age of sixty-three is faced with what he cannot face; defeat and disillusionment.
9780140253801,0140253807,Under the Sea Wind,Rachel Carson,Fiction,http://books.google.com/books/content?id=fonrQUrGqxgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Describes the sea birds and sea creatures that inhabit the Eastern coasts of North America.,1996.0,4.12,320.0,17.0,Under the Sea Wind,9780140253801 Describes the sea birds and sea creatures that inhabit the Eastern coasts of North America.
9780140283334,0140283331,Lord of the Flies,William Golding,Fiction,,The classic study of human nature which depicts the degeneration of a group of schoolboys marooned on a desert island,1999.0,3.67,182.0,1861140.0,Lord of the Flies,9780140283334 The classic study of human nature which depicts the degeneration of a group of schoolboys marooned on a desert island
9780140289237,0140289232,For Lust of Knowing,Robert Irwin,Art,http://books.google.com/books/content?id=fji7CWiJyoUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Includes bibliographical references.,2007.0,3.7,304.0,10.0,For Lust of Knowing: The Orientalists and Their Enemies,9780140289237 Includes bibliographical references.
9780140295573,0140295577,Fever Pitch,Nick Hornby,"Authors, English",http://books.google.com/books/content?id=-FPDQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Presents an account of growing up to be a fanatical football supporter. This title includes a series of match reports.,2000.0,3.73,239.0,332.0,Fever Pitch,9780140295573 Presents an account of growing up to be a fanatical football supporter. This title includes a series of match reports.
9780140299946,0140299947,Descent of Man,T. Coraghessan Boyle,Fiction,http://books.google.com/books/content?id=wzVfXTxFRSsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A mad, hilarious collection of short stories, wherein Boyle offers his unique view of dictators, animals, scientists, explorers, collectors, teetotalers, and others.",1987.0,3.96,240.0,591.0,Descent of Man: Stories,"9780140299946 A mad, hilarious collection of short stories, wherein Boyle offers his unique view of dictators, animals, scientists, explorers, collectors, teetotalers, and others."
9780140309591,0140309594,Pippi Goes on Board,Astrid Lindgren;Louis S. Glanzman,Juvenile Fiction,http://books.google.com/books/content?id=CbIFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The further adventures of Pippi and her friends Tommy and Annika.,1977.0,4.12,140.0,10082.0,Pippi Goes on Board,9780140309591 The further adventures of Pippi and her friends Tommy and Annika.
9780140322620,0140322620,Fairy Tales,Terry Jones;Michael Foreman,Children's stories,http://books.google.com/books/content?id=KMK_QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of thirty original fairy tales introducing such beings as the fly-by-night, the rainbow cat, and the wonderful cake-horse.",1987.0,4.23,160.0,171.0,Fairy Tales,"9780140322620 A collection of thirty original fairy tales introducing such beings as the fly-by-night, the rainbow cat, and the wonderful cake-horse."
9780140366600,0140366601,The Puffin Book of Nonsense Verse,Quentin Blake,Juvenile Nonfiction,http://books.google.com/books/content?id=hMjTHea0roQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A lively, upbeat collection of nonsense verse for all the family, including Lear, Carroll, Belloc and Nash, with Quentin Blake's wonderfully loopy illustrations.",1996.0,4.04,287.0,76.0,The Puffin Book of Nonsense Verse,"9780140366600 A lively, upbeat collection of nonsense verse for all the family, including Lear, Carroll, Belloc and Nash, with Quentin Blake's wonderfully loopy illustrations."
9780140367355,0140367357,Five Children and it,Edith Nesbit,Juvenile Fiction,http://books.google.com/books/content?id=T5WpzcIxwTsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A series of phenomenal adventures follow when young Anthea discovers a sand-fairy who can grant wishes.,1996.0,3.88,237.0,18215.0,Five Children and it,9780140367355 A series of phenomenal adventures follow when young Anthea discovers a sand-fairy who can grant wishes.
